,AUROC,Accuracy,F1 Score
0,0.7624402317601395,0.9010554089709762,0.6753246753246752
1,0.7694492884063678,0.8825857519788918,0.6563706563706563
2,0.7406761545817628,0.8786279683377308,0.6198347107438017
3,0.7968498621814705,0.8970976253298153,0.7022900763358779
4,0.7652654669173605,0.8693931398416886,0.6373626373626374
