,AUROC,Accuracy,F1 Score
0,0.8188389492040277,0.8773087071240105,0.6930693069306931
1,0.851949147775215,0.9010554089709762,0.7491638795986623
2,0.844754458007538,0.9234828496042217,0.7819548872180452
3,0.9265117848905889,0.9577836411609498,0.8881118881118881
4,0.968517772405766,0.9828496042216359,0.9550173010380623
