,AUROC,Accuracy,F1 Score
0,0.7188172043010753,0.8720292504570384,0.5394736842105263
1,0.7044715447154472,0.8647166361974405,0.5131578947368421
2,0.6965774980330448,0.8683729433272395,0.5068493150684932
3,0.6847364280094413,0.8738574040219378,0.49635036496350365
4,0.7138590203106332,0.8772893772893773,0.5379310344827586
