,AUROC,Accuracy,F1 Score
0,0.6412268049274911,0.7316821465428277,0.3264248704663213
1,0.6836357788866366,0.8617131062951496,0.4462809917355372
2,0.7078297988460939,0.8792569659442725,0.4978540772532189
3,0.7987193980976143,0.9267285861713106,0.6816143497757847
4,0.8965408805031446,0.9566115702479339,0.8235294117647058
